0.4,0.06,0.96,3.62,1.46,0.3,0.83,0.7,0.35,0.8,0.32,1.38,0.0,0.4,-0.2,47.0,2.0,2.0,
0.6,0.03,0.49,1.85,0.75,0.54,0.42,0.46,0.49,0.8,0.16,1.35,0.2,0.4,0.2,24.0,2.0,3.0,
0.8,0.04,0.71,2.69,1.09,0.76,0.31,0.24,1.0,0.8,0.18,1.02,0.0,0.8,0.0,35.0,4.0,4.0,
0.0,0.03,0.51,2.5,0.85,0.0,inf,1.0,0.33,0.0,0.18,0.87,0.0,0.0,-0.2,25.0,0.0,0.0,
0.2,0.02,0.31,1.5,0.51,0.33,0.38,0.67,0.19,0.0,0.14,1.07,0.2,0.2,0.2,15.0,1.0,1.0,
0.4,0.02,0.35,1.7,0.58,0.46,0.31,0.54,0.27,0.0,0.1,0.7,0.2,0.2,0.4,17.0,1.0,2.0,
0.6,0.05,0.8,3.9,1.32,0.6,0.31,0.4,0.47,0.0,0.21,0.64,0.2,0.6,0.0,39.0,3.0,3.0,
0.8,0.03,0.45,2.2,0.75,0.79,0.27,0.21,1.0,0.0,0.16,0.85,0.0,0.6,0.6,22.0,3.0,4.0,
0.0,0.04,0.63,3.1,1.05,0.0,inf,1.0,0.23,0.2,0.18,0.79,0.2,0.0,0.4,31.0,0.0,0.0,
0.2,0.01,0.2,1.0,0.34,0.23,0.77,0.77,0.23,0.2,0.07,0.95,0.0,0.4,0.6,10.0,2.0,1.0,
0.4,0.04,0.61,3.0,1.02,0.4,0.58,0.6,0.39,0.2,0.16,0.71,0.2,0.2,0.0,30.0,1.0,2.0,
0.6,0.05,0.78,3.8,1.29,0.64,0.12,0.36,0.21,0.2,0.28,0.97,0.0,0.6,-0.2,38.0,3.0,3.0,
0.8,0.03,0.47,2.3,0.78,0.71,0.4,0.29,1.0,0.2,0.21,1.2,0.2,0.8,0.2,23.0,4.0,4.0,
0.0,0.05,0.71,3.5,1.19,0.0,inf,1.0,0.33,0.4,0.25,1.01,0.2,0.0,0.6,35.0,0.0,0.0,
0.2,0.06,0.94,4.6,1.56,0.33,0.41,0.67,0.2,0.4,0.25,0.76,0.2,0.0,0.0,46.0,0.0,1.0,
0.4,0.03,0.39,1.9,0.64,0.46,0.4,0.54,0.34,0.4,0.17,1.28,0.4,0.6,0.2,19.0,3.0,2.0,
0.6,0.04,0.53,2.6,0.88,0.65,0.38,0.35,0.7,0.4,0.15,0.84,0.0,0.4,0.4,26.0,2.0,3.0,
0.8,0.02,0.31,1.5,0.51,0.89,0.12,0.11,1.0,0.4,0.11,1.04,0.0,0.8,-0.2,15.0,4.0,4.0,
0.0,0.03,0.43,2.1,0.71,0.0,inf,1.0,0.2,0.6,0.19,1.52,0.0,0.0,0.2,21.0,0.0,0.0,
0.2,0.05,0.71,3.5,1.19,0.2,0.62,0.8,0.16,0.6,0.26,1.23,0.0,0.2,-0.2,35.0,1.0,1.0,
0.4,0.05,0.69,3.4,1.15,0.33,0.89,0.67,0.44,0.6,0.18,0.9,0.2,0.4,0.0,34.0,2.0,2.0,
0.6,0.07,1.0,4.9,1.66,0.62,0.27,0.38,0.44,0.6,0.29,0.99,0.0,0.6,0.4,49.0,3.0,3.0,
0.8,0.04,0.57,2.8,0.95,0.79,0.27,0.21,1.0,0.6,0.2,1.2,0.0,0.8,0.6,28.0,4.0,4.0,
0.0,0.06,0.9,4.4,1.49,0.0,inf,1.0,0.2,0.8,0.32,1.29,0.2,0.2,0.6,44.0,1.0,0.0,
0.2,0.04,0.65,3.2,1.08,0.2,0.89,0.8,0.22,0.8,0.29,1.64,0.2,0.4,0.2,32.0,2.0,1.0,
0.4,0.03,0.47,2.3,0.78,0.38,0.66,0.62,0.4,0.8,0.17,1.32,0.0,0.4,-0.2,23.0,2.0,2.0,
0.6,0.06,0.92,4.5,1.52,0.63,0.39,0.37,0.66,0.8,0.27,1.07,0.0,0.8,0.4,45.0,4.0,3.0,
0.8,0.05,0.73,3.6,1.22,0.87,0.15,0.13,1.0,0.8,0.19,0.97,0.2,0.8,0.0,36.0,4.0,4.0,
0.0,0.01,0.2,1.0,0.33,0.0,inf,1.0,0.28,0.0,0.05,0.7,0.2,0.0,0.6,10.0,0.0,0.0,
0.2,0.04,0.61,3.0,0.98,0.28,0.83,0.72,0.32,0.0,0.19,0.8,0.2,0.4,0.2,30.0,2.0,1.0,
0.4,0.05,0.78,3.8,1.24,0.51,0.24,0.49,0.25,0.0,0.29,1.0,0.0,0.4,-0.2,38.0,2.0,2.0,
0.6,0.02,0.33,1.6,0.52,0.63,0.12,0.37,0.21,0.0,0.15,1.24,0.0,0.6,0.4,16.0,3.0,3.0,
0.8,0.05,0.73,3.6,1.18,0.71,0.41,0.29,1.0,0.0,0.2,0.72,0.0,0.8,0.0,36.0,4.0,4.0,
0.0,0.01,0.22,1.1,0.36,0.0,inf,1.0,0.28,0.2,0.07,0.96,0.0,0.0,0.2,11.0,0.0,0.0,
0.2,0.05,0.86,4.2,1.37,0.28,0.26,0.72,0.1,0.2,0.4,1.48,0.2,0.2,0.4,42.0,1.0,1.0,
0.4,0.06,0.88,4.3,1.41,0.35,0.78,0.65,0.42,0.2,0.24,0.86,0.2,0.2,0.0,43.0,1.0,2.0,
0.6,0.03,0.47,2.3,0.75,0.62,0.38,0.38,0.61,0.2,0.18,1.19,0.0,0.6,-0.2,23.0,3.0,3.0,
0.8,0.05,0.73,3.6,1.18,0.85,0.17,0.15,1.0,0.2,0.19,0.83,0.2,0.6,0.6,36.0,3.0,4.0,
0.0,0.02,0.24,1.2,0.39,0.0,inf,1.0,0.16,0.4,0.11,1.5,0.4,0.0,0.4,12.0,0.0,0.0,
0.2,0.04,0.65,3.2,1.05,0.16,1.56,0.84,0.3,0.4,0.25,1.21,0.0,0.0,-0.2,32.0,0.0,1.0,
0.4,0.06,1.0,4.9,1.6,0.41,0.19,0.59,0.13,0.4,0.26,0.84,0.2,0.4,0.6,49.0,2.0,2.0,
0.6,0.03,0.51,2.5,0.82,0.48,0.64,0.52,0.6,0.4,0.14,0.87,0.4,0.4,0.0,25.0,2.0,3.0,
0.8,0.05,0.8,3.9,1.27,0.8,0.26,0.2,1.0,0.4,0.24,0.97,0.2,0.8,0.2,39.0,4.0,4.0,
0.0,0.06,0.96,4.7,1.54,0.0,inf,1.0,0.2,0.6,0.25,0.86,0.2,0.2,0.6,47.0,1.0,0.0,
0.2,0.04,0.67,3.3,1.08,0.2,1.21,0.8,0.31,0.6,0.18,0.89,0.4,0.0,0.0,33.0,0.0,1.0,
0.4,0.05,0.82,4.0,1.31,0.45,0.34,0.55,0.28,0.6,0.25,0.99,0.2,0.6,0.2,40.0,3.0,2.0,
0.6,0.02,0.33,1.6,0.52,0.61,0.48,0.39,0.75,0.6,0.12,1.24,0.0,0.8,-0.2,16.0,4.0,3.0,
0.8,0.03,0.51,2.5,0.82,0.9,0.11,0.1,1.0,0.6,0.24,1.53,0.2,0.8,0.4,25.0,4.0,4.0,
0.0,0.05,0.86,4.2,1.37,0.0,inf,1.0,0.27,0.8,0.26,1.0,0.0,0.2,0.2,42.0,1.0,0.0,
0.2,0.03,0.43,2.1,0.69,0.27,0.95,0.73,0.36,0.8,0.16,1.25,0.0,0.2,-0.2,21.0,1.0,1.0,
0.4,0.01,0.2,1.0,0.33,0.53,0.12,0.47,0.13,0.8,0.1,1.54,0.2,0.4,0.4,10.0,2.0,2.0,
0.6,0.06,0.9,4.4,1.44,0.59,0.47,0.41,0.68,0.8,0.24,0.9,0.4,0.6,0.0,44.0,3.0,3.0,
0.8,0.06,0.92,4.5,1.47,0.87,0.15,0.13,1.0,0.8,0.24,0.87,0.2,0.8,0.6,45.0,4.0,4.0,
0.0,0.04,0.71,2.5,1.11,0.0,inf,1.0,0.12,0.0,0.25,0.91,0.2,0.0,0.4,35.0,0.0,0.0,
0.2,0.03,0.55,1.93,0.85,0.12,1.87,0.88,0.25,0.0,0.13,0.6,0.2,0.0,0.6,27.0,0.0,1.0,
0.4,0.03,0.45,1.57,0.7,0.34,0.81,0.66,0.42,0.0,0.13,0.75,0.0,0.6,-0.2,22.0,3.0,2.0,
0.6,0.04,0.57,2.0,0.89,0.61,0.35,0.39,0.55,0.0,0.22,1.02,0.2,0.4,0.2,28.0,2.0,3.0,
0.8,0.02,0.31,1.07,0.47,0.83,0.21,0.17,1.0,0.0,0.1,0.88,0.0,0.2,0.0,15.0,1.0,4.0,
0.0,0.02,0.35,1.21,0.54,0.0,inf,1.0,0.26,0.2,0.12,1.01,0.2,0.2,0.4,17.0,1.0,0.0,
0.2,0.04,0.61,2.14,0.95,0.26,0.38,0.74,0.13,0.2,0.18,0.84,0.0,0.2,-0.2,30.0,1.0,1.0,
0.4,0.06,0.9,3.14,1.39,0.36,0.33,0.64,0.19,0.2,0.21,0.67,0.0,0.2,0.6,44.0,1.0,2.0,
0.6,0.05,0.76,2.64,1.17,0.48,0.65,0.52,0.59,0.2,0.26,0.99,0.0,0.0,0.0,37.0,0.0,3.0,
0.8,0.02,0.29,1.0,0.44,0.79,0.27,0.21,1.0,0.2,0.11,1.14,0.8,0.8,0.2,14.0,4.0,4.0,
0.0,0.03,0.45,1.57,0.7,0.0,inf,1.0,0.1,0.4,0.18,1.3,0.0,0.0,0.2,22.0,0.0,0.0,
0.2,0.04,0.65,2.29,1.01,0.1,1.38,0.9,0.15,0.4,0.23,1.16,0.2,0.6,0.4,32.0,3.0,1.0,
0.4,0.06,0.96,3.36,1.49,0.23,0.84,0.77,0.26,0.4,0.28,0.96,0.0,0.8,-0.2,47.0,4.0,2.0,
0.6,0.06,0.94,3.29,1.46,0.43,0.66,0.57,0.49,0.4,0.22,0.77,0.2,0.8,0.6,46.0,4.0,3.0,
0.8,0.02,0.33,1.14,0.51,0.71,0.41,0.29,1.0,0.4,0.11,1.13,0.0,0.4,0.0,16.0,2.0,4.0,
0.0,0.02,0.29,1.0,0.44,0.0,inf,1.0,0.27,0.6,0.1,1.2,0.2,0.4,0.4,14.0,2.0,0.0,
0.2,0.04,0.59,2.07,0.92,0.27,0.76,0.73,0.28,0.6,0.17,0.99,0.0,0.4,-0.2,29.0,2.0,1.0,
0.4,0.06,0.94,3.29,1.46,0.47,0.18,0.53,0.16,0.6,0.22,0.79,0.0,0.4,0.6,46.0,2.0,2.0,
0.6,0.04,0.69,2.43,1.08,0.55,0.49,0.45,0.61,0.6,0.27,1.34,0.2,0.6,0.2,34.0,3.0,3.0,
0.8,0.06,0.92,3.21,1.42,0.83,0.21,0.17,1.0,0.6,0.31,1.17,0.0,0.6,0.0,45.0,3.0,4.0,
0.0,0.05,0.84,2.93,1.3,0.0,inf,1.0,0.16,0.8,0.24,1.12,0.0,0.0,-0.2,41.0,0.0,0.0,
0.2,0.03,0.55,1.93,0.85,0.16,0.87,0.84,0.17,0.8,0.22,1.52,0.0,0.2,0.2,27.0,1.0,1.0,
0.4,0.06,1.0,3.5,1.55,0.31,0.72,0.69,0.32,0.8,0.23,0.9,0.0,0.6,0.6,49.0,3.0,2.0,
0.6,0.05,0.86,3.0,1.33,0.53,0.49,0.47,0.54,0.8,0.3,1.36,0.4,0.8,0.4,42.0,4.0,3.0,
0.8,0.04,0.63,2.21,0.98,0.78,0.28,0.22,1.0,0.8,0.22,1.32,0.0,0.8,0.0,31.0,4.0,4.0,
0.0,0.04,0.55,2.7,0.89,0.0,inf,1.0,0.18,0.0,0.16,0.74,0.0,0.0,0.2,27.0,0.0,0.0,
0.2,0.04,0.61,3.0,0.99,0.18,1.17,0.82,0.26,0.0,0.19,0.81,0.4,0.2,0.6,30.0,1.0,1.0,
0.4,0.03,0.45,2.2,0.72,0.4,0.48,0.6,0.32,0.0,0.14,0.8,0.0,0.2,-0.2,22.0,1.0,2.0,
0.6,0.03,0.47,2.3,0.76,0.59,0.41,0.41,0.58,0.0,0.15,0.82,0.2,0.4,0.0,23.0,2.0,3.0,
0.8,0.03,0.49,2.4,0.79,0.83,0.21,0.17,1.0,0.0,0.2,1.02,0.4,0.6,0.4,24.0,3.0,4.0,
0.0,0.02,0.27,1.3,0.43,0.0,inf,1.0,0.1,0.2,0.11,1.13,0.4,0.0,0.4,13.0,0.0,0.0,
0.2,0.02,0.29,1.4,0.46,0.1,1.86,0.9,0.21,0.2,0.09,0.9,0.0,0.0,0.0,14.0,0.0,1.0,
0.4,0.06,0.86,4.2,1.38,0.29,0.32,0.71,0.13,0.2,0.27,0.89,0.0,0.4,-0.2,42.0,2.0,2.0,
0.6,0.06,0.9,4.4,1.45,0.38,0.83,0.62,0.51,0.2,0.28,0.89,0.0,0.6,0.6,44.0,3.0,3.0,
0.8,0.03,0.53,2.6,0.86,0.7,0.43,0.3,1.0,0.2,0.15,0.82,0.0,0.6,0.2,26.0,3.0,4.0,
0.0,0.04,0.65,3.2,1.05,0.0,inf,1.0,0.25,0.4,0.2,0.9,0.0,0.0,-0.2,32.0,0.0,0.0,
0.2,0.01,0.2,1.0,0.33,0.25,1.17,0.75,0.38,0.4,0.06,0.91,0.4,0.4,0.6,10.0,2.0,1.0,
0.4,0.05,0.84,4.1,1.35,0.54,0.32,0.46,0.36,0.4,0.24,0.84,0.2,0.4,0.2,41.0,2.0,2.0,
0.6,0.05,0.71,3.5,1.15,0.7,0.1,0.3,0.24,0.4,0.23,0.92,0.2,0.6,0.0,35.0,3.0,3.0,
0.8,0.03,0.49,2.4,0.79,0.77,0.29,0.23,1.0,0.4,0.2,1.15,0.4,0.8,0.4,24.0,4.0,4.0,
0.0,0.04,0.69,3.4,1.12,0.0,inf,1.0,0.3,0.6,0.22,0.92,0.2,0.0,0.6,34.0,0.0,0.0,
0.2,0.03,0.53,2.6,0.86,0.3,0.63,0.7,0.27,0.6,0.21,1.16,0.0,0.2,0.4,26.0,1.0,1.0,
0.4,0.02,0.27,1.3,0.43,0.49,0.37,0.51,0.36,0.6,0.08,0.91,0.0,0.6,-0.2,13.0,3.0,2.0,
0.6,0.06,0.88,4.3,1.41,0.67,0.35,0.33,0.72,0.6,0.28,0.93,0.2,0.8,0.0,43.0,4.0,3.0,
0.8,0.04,0.55,2.7,0.89,0.91,0.1,0.09,1.0,0.6,0.16,0.84,0.0,0.8,0.2,27.0,4.0,4.0,
0.0,0.06,1.0,4.9,1.61,0.0,inf,1.0,0.19,0.8,0.29,1.24,0.0,0.2,0.2,49.0,1.0,0.0,
0.2,0.05,0.73,3.6,1.18,0.19,1.26,0.81,0.29,0.8,0.29,1.71,0.0,0.4,0.4,36.0,2.0,1.0,
0.4,0.05,0.8,3.9,1.28,0.42,0.41,0.58,0.3,0.8,0.25,1.36,0.6,0.2,0.0,39.0,1.0,2.0,
0.6,0.06,0.98,4.8,1.58,0.59,0.31,0.41,0.44,0.8,0.31,1.34,0.0,0.8,-0.2,48.0,4.0,3.0,
0.8,0.05,0.78,3.8,1.25,0.77,0.3,0.23,1.0,0.8,0.24,1.35,0.4,0.8,0.6,38.0,4.0,4.0,
0.0,0.05,0.79,3.0,1.29,0.0,inf,1.0,0.11,0.0,0.21,0.68,0.4,0.0,0.2,33.0,0.0,0.0,
0.2,0.04,0.67,2.55,1.09,0.11,3.0,0.89,0.35,0.0,0.26,0.96,0.2,0.2,0.6,28.0,1.0,1.0,
0.4,0.03,0.43,1.64,0.7,0.42,0.41,0.58,0.3,0.0,0.15,0.87,0.4,0.2,0.4,18.0,1.0,2.0,
0.6,0.02,0.26,1.0,0.43,0.6,0.45,0.4,0.67,0.0,0.09,0.88,0.2,0.8,0.0,11.0,4.0,3.0,
0.8,0.02,0.33,1.27,0.55,0.87,0.16,0.13,1.0,0.0,0.1,0.73,0.0,0.8,-0.2,14.0,4.0,4.0,
0.0,0.04,0.64,2.45,1.05,0.0,inf,1.0,0.35,0.2,0.18,0.78,0.4,0.2,0.2,27.0,1.0,0.0,
0.2,0.07,1.0,3.82,1.64,0.35,0.64,0.65,0.35,0.2,0.36,1.02,0.4,0.4,0.0,42.0,2.0,1.0,
0.4,0.04,0.62,2.36,1.01,0.57,0.17,0.42,0.24,0.2,0.18,0.85,0.0,0.4,-0.2,26.0,2.0,2.0,
0.6,0.02,0.29,1.09,0.47,0.68,0.16,0.32,0.33,0.2,0.1,1.01,0.0,0.4,0.4,12.0,2.0,3.0,
0.8,0.02,0.31,1.18,0.51,0.78,0.28,0.22,1.0,0.2,0.12,1.11,0.4,0.8,0.6,13.0,4.0,4.0,
0.0,0.02,0.36,1.36,0.59,0.0,inf,1.0,0.12,0.4,0.13,1.03,0.0,0.0,0.0,15.0,0.0,0.0,
0.2,0.05,0.83,3.18,1.37,0.12,1.93,0.88,0.27,0.4,0.25,0.86,0.0,0.0,-0.2,35.0,0.0,1.0,
0.4,0.05,0.69,2.64,1.13,0.36,0.68,0.64,0.38,0.4,0.19,0.79,0.2,0.4,0.2,29.0,2.0,2.0,
0.6,0.02,0.31,1.18,0.51,0.61,0.18,0.39,0.27,0.4,0.12,1.13,0.2,0.4,0.6,13.0,2.0,3.0,
0.8,0.05,0.71,2.73,1.17,0.71,0.4,0.29,1.0,0.4,0.25,1.03,0.2,0.6,0.4,30.0,3.0,4.0,
0.0,0.05,0.79,3.0,1.29,0.0,inf,1.0,0.15,0.6,0.31,1.33,0.0,0.0,0.6,33.0,0.0,0.0,
0.2,0.03,0.43,1.64,0.7,0.15,1.91,0.85,0.34,0.6,0.15,1.21,0.0,0.0,0.4,18.0,0.0,1.0,
0.4,0.03,0.52,2.0,0.86,0.44,0.28,0.56,0.22,0.6,0.19,1.22,0.2,0.6,0.0,22.0,3.0,2.0,
0.6,0.05,0.69,2.64,1.13,0.57,0.4,0.43,0.53,0.6,0.2,1.01,0.0,0.6,-0.2,29.0,3.0,3.0,
0.8,0.07,1.0,3.82,1.64,0.8,0.25,0.2,1.0,0.6,0.27,0.94,0.0,0.8,0.2,42.0,4.0,4.0,
0.0,0.04,0.67,2.55,1.09,0.0,inf,1.0,0.19,0.8,0.24,1.28,0.0,0.2,0.0,28.0,1.0,0.0,
0.2,0.06,0.9,3.45,1.48,0.19,0.82,0.81,0.19,0.8,0.27,1.06,0.0,0.2,-0.2,38.0,1.0,1.0,
0.4,0.04,0.55,2.09,0.9,0.34,0.8,0.66,0.41,0.8,0.15,0.98,0.2,0.6,0.2,23.0,3.0,2.0,
0.6,0.03,0.5,1.91,0.82,0.61,0.23,0.39,0.36,0.8,0.19,1.4,0.2,0.6,0.6,21.0,3.0,3.0,
0.8,0.06,0.98,3.73,1.6,0.75,0.34,0.25,1.0,0.8,0.34,1.27,0.2,0.8,0.4,41.0,4.0,4.0,
0.0,0.04,0.74,2.69,1.12,0.0,inf,1.0,0.12,0.0,0.23,0.81,0.2,0.0,0.2,35.0,0.0,0.0,
0.2,0.02,0.32,1.15,0.48,0.12,2.33,0.88,0.32,0.0,0.09,0.77,0.0,0.2,0.0,15.0,1.0,1.0,
0.4,0.03,0.43,1.54,0.64,0.41,0.58,0.59,0.4,0.0,0.14,0.84,0.0,0.0,-0.2,20.0,0.0,2.0,
0.6,0.04,0.62,2.23,0.93,0.64,0.3,0.36,0.55,0.0,0.18,0.77,0.0,0.8,0.4,29.0,4.0,3.0,
0.8,0.03,0.51,1.85,0.77,0.84,0.19,0.16,1.0,0.0,0.14,0.74,0.0,0.6,0.6,24.0,3.0,4.0,
0.0,0.04,0.6,2.15,0.89,0.0,inf,1.0,0.26,0.2,0.19,0.93,0.2,0.2,0.2,28.0,1.0,0.0,
0.2,0.05,0.79,2.85,1.18,0.26,0.76,0.74,0.27,0.2,0.23,0.89,0.0,0.4,0.0,37.0,2.0,1.0,
0.4,0.02,0.4,1.46,0.61,0.46,0.29,0.54,0.25,0.2,0.12,0.88,0.2,0.6,0.4,19.0,3.0,2.0,
0.6,0.02,0.38,1.38,0.57,0.6,0.21,0.4,0.32,0.2,0.11,0.85,0.2,0.2,0.6,18.0,1.0,3.0,
0.8,0.05,0.83,3.0,1.25,0.72,0.38,0.28,1.0,0.2,0.27,0.96,0.0,0.8,-0.2,39.0,4.0,4.0,
0.0,0.06,0.98,3.54,1.47,0.0,inf,1.0,0.28,0.4,0.28,0.95,0.2,0.0,0.6,46.0,0.0,0.0,
0.2,0.04,0.64,2.31,0.96,0.28,0.29,0.72,0.12,0.4,0.19,0.99,0.0,0.2,0.4,30.0,1.0,1.0,
0.4,0.03,0.51,1.85,0.77,0.37,0.52,0.63,0.3,0.4,0.16,1.07,0.0,0.2,-0.2,24.0,1.0,2.0,
0.6,0.06,0.96,3.46,1.44,0.56,0.52,0.44,0.66,0.4,0.28,0.99,0.2,0.8,0.0,45.0,4.0,3.0,
0.8,0.02,0.28,1.0,0.42,0.85,0.18,0.15,1.0,0.4,0.09,1.05,0.0,0.6,0.2,13.0,3.0,4.0,
0.0,0.03,0.49,1.77,0.73,0.0,inf,1.0,0.13,0.6,0.14,1.13,0.0,0.0,0.0,23.0,0.0,0.0,
0.2,0.05,0.77,2.77,1.15,0.13,1.87,0.87,0.28,0.6,0.22,1.12,0.0,0.4,0.4,36.0,2.0,1.0,
0.4,0.04,0.64,2.31,0.96,0.37,0.55,0.63,0.32,0.6,0.2,1.22,0.0,0.4,-0.2,30.0,2.0,2.0,
0.6,0.06,1.0,3.62,1.5,0.57,0.46,0.43,0.61,0.6,0.28,1.08,0.2,0.4,0.6,47.0,2.0,3.0,
0.8,0.05,0.91,3.31,1.37,0.83,0.2,0.17,1.0,0.6,0.28,1.19,0.0,0.8,0.2,43.0,4.0,4.0,
0.0,0.06,0.98,3.54,1.47,0.0,inf,1.0,0.21,0.8,0.29,1.14,0.4,0.0,0.4,46.0,0.0,0.0,
0.2,0.05,0.83,3.0,1.25,0.21,0.82,0.79,0.22,0.8,0.25,1.14,0.0,0.6,0.0,39.0,3.0,1.0,
0.4,0.04,0.68,2.46,1.02,0.39,0.65,0.61,0.41,0.8,0.21,1.21,0.0,0.4,0.2,32.0,2.0,2.0,
0.6,0.04,0.72,2.62,1.09,0.64,0.26,0.36,0.48,0.8,0.23,1.24,0.0,0.6,-0.2,34.0,3.0,3.0,
0.8,0.04,0.66,2.38,0.99,0.81,0.23,0.19,1.0,0.8,0.19,1.1,0.0,0.8,0.6,31.0,4.0,4.0,
0.0,0.04,0.62,2.9,1.02,0.0,inf,1.0,0.34,0.0,0.15,0.52,0.2,0.0,0.4,29.0,0.0,0.0,
0.2,0.02,0.34,1.6,0.56,0.34,0.46,0.66,0.23,0.0,0.16,1.03,0.4,0.2,0.2,16.0,1.0,1.0,
0.4,0.02,0.3,1.4,0.49,0.49,0.57,0.51,0.55,0.0,0.1,0.72,0.0,0.2,0.6,14.0,1.0,2.0,
0.6,0.05,0.74,3.5,1.23,0.77,0.18,0.23,0.58,0.0,0.23,0.68,0.2,0.8,0.0,35.0,4.0,3.0,
0.8,0.01,0.21,1.0,0.35,0.9,0.11,0.1,1.0,0.0,0.09,0.92,0.0,0.4,-0.2,10.0,2.0,4.0,
0.0,0.03,0.38,1.8,0.63,0.0,inf,1.0,0.26,0.2,0.18,1.34,0.2,0.0,0.2,18.0,0.0,0.0,
0.2,0.05,0.74,3.5,1.23,0.26,0.51,0.74,0.18,0.2,0.23,0.89,0.0,0.2,0.0,35.0,1.0,1.0,
0.4,0.02,0.26,1.2,0.42,0.39,0.89,0.61,0.57,0.2,0.11,1.19,0.0,0.0,-0.2,12.0,0.0,2.0,
0.6,0.07,1.0,4.7,1.66,0.74,0.23,0.26,0.66,0.2,0.24,0.68,0.4,0.8,0.4,47.0,4.0,3.0,
0.8,0.03,0.49,2.3,0.81,0.91,0.1,0.09,1.0,0.2,0.16,0.94,0.0,0.8,0.6,23.0,4.0,4.0,
0.0,0.06,0.91,4.3,1.52,0.0,inf,1.0,0.09,0.4,0.22,0.7,0.2,0.2,0.4,43.0,1.0,0.0,
0.2,0.06,0.98,4.6,1.62,0.09,1.08,0.91,0.11,0.4,0.32,0.97,0.2,0.0,0.6,46.0,0.0,1.0,
0.4,0.02,0.28,1.3,0.46,0.19,1.59,0.81,0.38,0.4,0.09,0.91,0.2,0.6,0.0,13.0,3.0,2.0,
0.6,0.03,0.49,2.3,0.81,0.5,0.66,0.5,0.67,0.4,0.2,1.23,0.0,0.2,-0.2,23.0,1.0,3.0,
0.8,0.02,0.3,1.4,0.49,0.83,0.2,0.17,1.0,0.4,0.14,1.38,0.0,0.8,0.2,14.0,4.0,4.0,
0.0,0.06,0.94,4.4,1.55,0.0,inf,1.0,0.27,0.6,0.29,1.09,0.0,0.0,0.0,44.0,0.0,0.0,
